"t9_1" "t9_2" "t9_3" "t9_4" "t9_5" "t9_6" "t9_7" "t9_8" "t9_9" "t9_10" "t9_11" "TMS" "MEAN" "SD"
"1" NA 18 50 43 55 37 52 39 18 40 27 2012-01-01 00:00:00 37.9 13.2535110652067
"2" 13 18 54 43 45 37 57 39 18 39 25 2012-01-01 01:00:00 37.5 13.5830777072061
"3" 13 16 54 43 42 37 56 44 18 38 25 2012-01-01 02:00:00 37.3 13.7683211273803
"4" 13 16 54 43 43 37 55 46 17 37 25 2012-01-01 03:00:00 37.3 13.944732179413
"5" 13 14 54 33 42 37 54 46 17 37 25 2012-01-01 04:00:00 35.9 13.9876930033353
"6" 14 12 54 31 42 37 54 43 16 36 25 2012-01-01 05:00:00 35 14.3217007059606
"7" 16 13 54 28 40 37 52 37 16 36 23 2012-01-01 06:00:00 33.6 13.7533834221095
"8" 16 14 54 31 41 37 52 36 16 34 23 2012-01-01 07:00:00 33.8 13.4973248378254
"9" 16 15 54 30 40 39 48 34 16 34 25 2012-01-01 08:00:00 33.5 12.6337291054982
"10" 18 16 54 35 43 43 48 34 18 34 25 2012-01-01 09:00:00 35 12.5166555703457
"11" 19 19 54 48 51 45 54 34 21 32 28 2012-01-01 10:00:00 38.6 13.4511461717332
"12" 15 25 54 50 62 45 55 34 30 34 30 2012-01-01 11:00:00 41.9 12.8707247486517
"13" 23 27 54 55 63 50 59 36 36 34 30 2012-01-01 12:00:00 44.4 13.1419599417709
"14" 28 28 57 55 63 51 61 34 36 34 30 2012-01-01 13:00:00 44.9 13.7311486935524
"15" 28 28 54 57 64 52 57 34 36 34 32 2012-01-01 14:00:00 44.8 13.16392376493
"16" 28 28 54 57 64 53 55 34 36 32 30 2012-01-01 15:00:00 44.3 13.4581656336301
"17" 23 28 54 55 63 54 52 30 34 32 30 2012-01-01 16:00:00 43.2 13.4643562374474
"18" 21 27 52 52 63 52 46 30 30 28 30 2012-01-01 17:00:00 41 13.3333333333333
"19" 20 21 50 50 61 45 45 28 28 27 28 2012-01-01 18:00:00 38.3 13.4333746897626
"20" 19 21 52 50 61 43 41 27 27 27 28 2012-01-01 19:00:00 37.7 13.5568760741142
"21" 19 19 50 50 59 43 41 25 25 23 27 2012-01-01 20:00:00 36.2 14.0459563180614
"22" 19 18 52 50 57 43 37 23 25 21 28 2012-01-01 21:00:00 35.4 14.3077290689722
"23" 19 18 54 50 55 43 36 22 25 21 28 2012-01-01 22:00:00 35.2 14.3511517152999
"24" 19 18 50 48 55 43 36 20 25 21 28 2012-01-01 23:00:00 34.4 13.8017712228862
