"t25_1" "t25_2" "t25_3" "t25_4" "t25_5" "t25_6" "t25_7" "t25_8" "t25_9" "t25_10" "t25_11" "TMS" "MEAN" "SD"
"1" NA 39 57 38 41 35 62 37 30 44 29 2012-01-01 00:00:00 41.2 10.7269131937695
"2" 27 38 57 40 45 38 61 34 28 44 29 2012-01-01 01:00:00 41.4 10.8545945213178
"3" 27 38 60 41 45 38 63 35 27 45 32 2012-01-01 02:00:00 42.4 11.4910593264696
"4" 25 37 62 40 43 38 64 35 27 44 32 2012-01-01 03:00:00 42.2 12.0535840681886
"5" 25 36 62 39 44 40 65 34 26 45 32 2012-01-01 04:00:00 42.3 12.5170994155107
"6" 27 35 62 39 44 35 66 32 25 44 28 2012-01-01 05:00:00 41 13.6055544213057
"7" 27 32 64 39 42 38 64 36 25 44 28 2012-01-01 06:00:00 41.2 13.3815793786334
"8" 25 30 64 32 42 33 64 32 24 44 27 2012-01-01 07:00:00 39.2 14.4052459580221
"9" 25 29 64 36 41 31 64 33 24 44 32 2012-01-01 08:00:00 39.8 13.9666268893626
"10" 28 31 63 45 48 44 65 44 27 45 37 2012-01-01 09:00:00 44.9 12.1055542807607
"11" 32 32 63 52 53 49 66 50 31 45 40 2012-01-01 10:00:00 48.1 11.608904628201
"12" 36 34 63 57 57 53 68 54 33 44 44 2012-01-01 11:00:00 50.7 11.6814192440626
"13" 36 35 63 60 62 56 70 56 35 45 45 2012-01-01 12:00:00 52.7 12.0743069734411
"14" 37 38 63 62 65 56 68 55 35 45 45 2012-01-01 13:00:00 53.2 11.735984548956
"15" 37 38 65 62 68 58 68 57 38 45 45 2012-01-01 14:00:00 54.4 11.8995798245148
"16" 37 39 66 62 69 57 66 55 38 46 46 2012-01-01 15:00:00 54.4 11.5200308641562
"17" 38 39 65 62 69 56 62 52 38 45 45 2012-01-01 16:00:00 53.3 11.1559650212591
"18" 37 36 62 57 62 52 60 49 35 44 42 2012-01-01 17:00:00 49.9 10.3435433430179
"19" 32 32 58 49 57 43 59 46 29 43 36 2012-01-01 18:00:00 45.2 10.7476095533431
"20" 31 29 57 43 50 40 57 45 29 42 37 2012-01-01 19:00:00 42.9 9.90454441153151
"21" 32 26 57 41 49 37 56 42 26 40 37 2012-01-01 20:00:00 41.1 10.6921570425346
"22" 31 25 57 39 48 33 55 41 25 39 35 2012-01-01 21:00:00 39.7 11.0760000802536
"23" 28 24 55 39 45 35 54 40 25 37 35 2012-01-01 22:00:00 38.9 10.4077962231311
"24" 27 23 53 44 44 34 53 39 24 35 36 2012-01-01 23:00:00 38.5 10.3842829956301
"25" 28 24 52 45 43 35 51 37 24 33 38 2012-01-02 00:00:00 38.2 9.80702695916442
"26" 31 25 53 45 44 35 49 36 23 30 38 2012-01-02 01:00:00 37.8 10.0088849417794
"27" 31 22 52 44 42 36 47 34 24 28 38 2012-01-02 02:00:00 36.7 9.91127304302194
"28" 32 23 51 46 42 41 45 32 25 27 38 2012-01-02 03:00:00 37 9.70681318570736
"29" 30 24 49 47 41 41 44 31 25 27 37 2012-01-02 04:00:00 36.6 9.26402840141492
"30" 28 25 49 47 43 42 42 30 23 26 34 2012-01-02 05:00:00 36.1 9.66609193693777
"31" 28 26 46 46 44 41 41 29 26 26 33 2012-01-02 06:00:00 35.8 8.63841549256704
"32" 27 25 42 44 45 43 40 28 28 25 31 2012-01-02 07:00:00 35.1 8.38583461691335
"33" 27 26 42 41 47 45 40 27 29 25 34 2012-01-02 08:00:00 35.6 8.38252149813328
"34" 30 27 48 50 48 49 44 28 32 27 38 2012-01-02 09:00:00 39.1 9.81438853022552
"35" 33 29 52 52 53 51 48 30 34 29 41 2012-01-02 10:00:00 41.9 10.4610388266813
"36" 36 31 54 54 59 52 50 29 36 31 43 2012-01-02 11:00:00 43.9 11.3181270535367
"37" 37 33 53 59 63 50 52 30 36 33 43 2012-01-02 12:00:00 45.2 11.8114821724926
