"t1_1" "t1_2" "t1_3" "t1_4" "t1_5" "t1_6" "t1_7" "t1_8" "t1_9" "t1_10" "t1_11" "TMS" "MEAN" "SD"
"1" NA 33 48 40 45 46 54 44 28 45 29 2012-01-01 00:00:00 41.2 8.57386208841215
"2" 27 32 47 38 43 43 53 46 27 45 28 2012-01-01 01:00:00 40.2 8.67691701521277
"3" 25 30 55 36 41 45 53 45 27 45 27 2012-01-01 02:00:00 40.4 10.1236796121217
"4" 27 30 61 35 40 37 52 43 23 45 25 2012-01-01 03:00:00 39.1 11.8269936069053
"5" 25 29 62 34 39 36 52 34 21 45 25 2012-01-01 04:00:00 37.7 12.4548071932978
"6" 27 29 62 33 38 33 52 39 21 45 25 2012-01-01 05:00:00 37.7 12.5170994155107
"7" 28 28 62 32 37 35 51 41 19 45 25 2012-01-01 06:00:00 37.5 12.8084173712272
"8" 21 27 61 32 37 34 51 41 21 43 26 2012-01-01 07:00:00 37.3 12.1751112246802
"9" 20 27 61 31 36 32 51 43 21 43 27 2012-01-01 08:00:00 37.2 12.2999548327987
"10" 30 27 61 31 36 34 51 46 28 43 33 2012-01-01 09:00:00 39 11.0151410945722
"11" 34 32 61 38 44 47 55 50 32 44 38 2012-01-01 10:00:00 44.1 9.51548445663406
"12" 36 36 61 45 51 54 59 52 34 45 42 2012-01-01 11:00:00 47.9 9.09761873605762
"13" 37 39 57 50 56 57 62 54 36 45 46 2012-01-01 12:00:00 50.2 8.50881895447306
"14" 39 42 60 54 61 59 64 54 39 46 47 2012-01-01 13:00:00 52.6 8.64355893779357
"15" 38 44 62 57 64 61 66 54 41 48 49 2012-01-01 14:00:00 54.6 8.77116487892762
"16" 39 45 64 59 66 61 67 52 43 50 49 2012-01-01 15:00:00 55.6 8.87192826341101
"17" 39 45 64 59 66 63 67 52 43 48 50 2012-01-01 16:00:00 55.7 9.11713892743893
"18" 36 45 64 59 66 59 67 48 41 46 47 2012-01-01 17:00:00 54.2 9.78434123144391
"19" 36 42 61 55 62 52 63 45 36 45 40 2012-01-01 18:00:00 50.1 9.8482937044388
"20" 36 39 58 50 58 52 59 43 30 43 37 2012-01-01 19:00:00 46.9 10.0271852702762
"21" 30 36 56 47 55 51 54 39 32 38 33 2012-01-01 20:00:00 44.1 9.50380040942686
"22" 29 35 55 46 54 49 54 37 28 38 32 2012-01-01 21:00:00 42.8 10.0088849417794
"23" 28 34 54 44 52 47 48 37 30 35 30 2012-01-01 22:00:00 41.1 8.98702768809948
"24" 27 33 53 43 51 46 47 34 28 35 29 2012-01-01 23:00:00 39.9 9.18271322770249
"25" 26 32 52 42 51 45 46 34 28 33 27 2012-01-02 00:00:00 39 9.32142096940638
"26" 26 32 51 41 50 44 43 32 25 31 28 2012-01-02 01:00:00 37.7 9.262229153335
"27" 24 30 50 39 48 42 41 34 25 29 30 2012-01-02 02:00:00 36.8 8.4957505717728
"28" 24 30 49 38 47 41 40 32 23 29 29 2012-01-02 03:00:00 35.8 8.52186729667989
"29" 23 29 49 38 46 40 38 32 23 28 27 2012-01-02 04:00:00 35 8.5764535535124
"30" 22 28 48 37 46 39 37 32 28 28 27 2012-01-02 05:00:00 35 7.7028133388609
"31" 22 28 48 36 45 38 37 30 28 27 26 2012-01-02 06:00:00 34.3 7.78959419853036
"32" 21 27 47 35 44 37 36 28 30 26 25 2012-01-02 07:00:00 33.5 7.64852927038918
"33" 21 27 47 35 44 37 34 28 32 26 28 2012-01-02 08:00:00 33.8 7.20802022441361
"34" 21 27 47 35 44 37 37 28 32 29 33 2012-01-02 09:00:00 34.9 6.62403032735945
"35" 26 31 51 42 51 44 41 30 34 32 40 2012-01-02 10:00:00 39.6 7.76316086827181
