"t21_1" "t21_2" "t21_3" "t21_4" "t21_5" "t21_6" "t21_7" "t21_8" "t21_9" "t21_10" "t21_11" "TMS" "MEAN" "SD"
"1" NA 38 56 50 44 46 58 44 29 42 39 2012-01-01 00:00:00 44.6 8.60490816014003
"2" 29 38 56 50 47 41 61 43 28 43 38 2012-01-01 01:00:00 44.5 9.51314879522022
"3" 28 39 55 49 47 41 60 42 28 43 38 2012-01-01 02:00:00 44.2 9.07744457432817
"4" 29 39 57 48 46 39 63 42 27 42 38 2012-01-01 03:00:00 44.1 10.1811372427424
"5" 27 37 57 46 44 40 63 43 27 41 38 2012-01-01 04:00:00 43.6 10.1784085199996
"6" 27 34 58 45 45 40 63 45 27 41 38 2012-01-01 05:00:00 43.6 10.5851048386138
"7" 26 32 59 42 48 37 64 45 26 41 37 2012-01-01 06:00:00 43.1 11.608904628201
"8" 27 31 60 43 47 39 64 46 26 41 37 2012-01-01 07:00:00 43.4 11.7492316533654
"9" 27 31 62 41 49 39 66 44 27 41 38 2012-01-01 08:00:00 43.8 12.3360357399684
"10" 28 30 62 48 51 46 68 50 28 41 42 2012-01-01 09:00:00 46.6 12.4828771612246
"11" 31 31 65 50 55 48 69 55 29 41 43 2012-01-01 10:00:00 48.6 13.1335025369811
"12" 32 32 64 53 59 49 69 56 30 40 45 2012-01-01 11:00:00 49.7 13.0473496670141
"13" 33 32 64 54 63 48 69 55 32 41 44 2012-01-01 12:00:00 50.2 13.0622441495412
"14" 34 34 63 55 65 47 70 57 33 41 45 2012-01-01 13:00:00 51 12.9871731591854
"15" 35 35 63 55 66 47 70 57 33 42 45 2012-01-01 14:00:00 51.3 12.8845299142464
"16" 36 36 64 54 68 47 70 56 34 42 45 2012-01-01 15:00:00 51.6 12.8944432476422
"17" 35 36 63 52 65 45 69 54 34 42 44 2012-01-01 16:00:00 50.4 12.2492630163796
"18" 34 34 62 50 60 44 66 50 33 42 43 2012-01-01 17:00:00 48.4 11.3939555125611
"19" 32 33 60 48 54 41 66 48 30 42 43 2012-01-01 18:00:00 46.5 11.2570965271789
"20" 28 33 60 47 52 41 61 47 31 42 42 2012-01-01 19:00:00 45.6 10.046558282981
"21" 31 33 59 46 52 41 61 45 28 41 43 2012-01-01 20:00:00 44.9 10.3864227613639
"22" 29 32 60 44 51 40 60 43 28 40 42 2012-01-01 21:00:00 44 10.5303793326209
"23" 29 33 60 44 48 39 59 41 27 39 43 2012-01-01 22:00:00 43.3 10.3392456204503
"24" 27 33 59 45 47 39 57 40 24 39 43 2012-01-01 23:00:00 42.6 10.3944429597956
"25" 28 32 58 44 46 39 53 39 27 34 44 2012-01-02 00:00:00 41.6 9.46572765295939
"26" 33 32 56 48 45 37 53 37 25 33 43 2012-01-02 01:00:00 40.9 9.83700496424937
"27" 32 32 50 48 45 36 52 36 24 31 42 2012-01-02 02:00:00 39.6 9.24000962000461
"28" 32 32 55 47 44 34 50 35 27 30 41 2012-01-02 03:00:00 39.5 9.32440048713291
"29" 31 31 50 49 45 36 49 34 28 30 41 2012-01-02 04:00:00 39.3 8.56413711032492
"30" 31 32 48 49 44 39 47 33 29 29 40 2012-01-02 05:00:00 39 7.85988408170106
"31" 30 31 46 50 45 42 46 32 30 29 39 2012-01-02 06:00:00 39 7.87400787401181
"32" 30 32 44 50 45 42 46 32 31 29 38 2012-01-02 07:00:00 38.9 7.4751439971266
"33" 30 32 44 51 45 43 46 32 33 29 38 2012-01-02 08:00:00 39.3 7.48405712906516
"34" 31 33 44 53 48 45 47 32 36 30 41 2012-01-02 09:00:00 40.9 7.78103106563934
"35" 32 33 44 53 53 48 48 33 39 30 41 2012-01-02 10:00:00 42.2 8.39047078536121
"36" 34 34 44 59 57 50 50 32 41 31 43 2012-01-02 11:00:00 44.1 9.93814201280434
"37" 34 34 44 59 53 53 50 33 39 32 43 2012-01-02 12:00:00 44 9.5102284117914
"38" 35 34 43 60 59 55 51 32 39 31 44 2012-01-02 13:00:00 44.8 10.9726933794762
"39" 36 34 45 60 55 55 52 32 37 31 43 2012-01-02 14:00:00 44.4 10.6687497965892
"40" 36 34 44 61 55 54 52 34 38 31 42 2012-01-02 15:00:00 44.5 10.4376455412341
"41" 35 34 44 64 56 52 52 36 39 30 44 2012-01-02 16:00:00 45.1 10.7749709976408
"42" 33 34 45 62 54 53 51 36 40 30 41 2012-01-02 17:00:00 44.6 10.2002178625971
"43" 33 34 45 56 52 54 47 35 39 29 42 2012-01-02 18:00:00 43.3 9.11713892743893
"44" 32 34 45 53 51 55 45 34 39 29 42 2012-01-02 19:00:00 42.7 8.75658482387841
"45" 31 35 45 54 48 56 44 33 39 28 42 2012-01-02 20:00:00 42.4 8.95916662791058
"46" 31 35 45 52 48 57 42 32 38 28 42 2012-01-02 21:00:00 41.9 9.01172076304582
"47" 29 34 47 51 48 58 42 32 38 26 41 2012-01-02 22:00:00 41.7 9.62692982096461
"48" 29 31 47 52 47 58 39 31 39 26 41 2012-01-02 23:00:00 41.1 10.082437976777
"49" 28 30 47 49 47 57 37 30 39 25 40 2012-01-03 00:00:00 40.1 10.0160981535837
"50" 27 31 48 50 45 53 36 29 39 24 40 2012-01-03 01:00:00 39.5 9.60613230065971
"51" 26 30 48 50 44 53 35 28 40 24 39 2012-01-03 02:00:00 39.1 9.81438853022552
"52" 26 30 46 51 46 49 34 27 40 24 37 2012-01-03 03:00:00 38.4 9.53589709116732
"53" 27 30 50 48 46 48 34 27 39 23 36 2012-01-03 04:00:00 38.1 9.65459015759401
"54" 27 30 50 50 44 50 34 27 36 22 35 2012-01-03 05:00:00 37.8 10.2067515781358
"55" 26 31 50 49 45 50 32 26 36 22 33 2012-01-03 06:00:00 37.4 10.373041983912
"56" 26 31 51 48 47 48 34 25 39 22 33 2012-01-03 07:00:00 37.8 10.358034991681
"57" 26 32 50 53 50 49 35 25 40 22 34 2012-01-03 08:00:00 39 11.1255461788524
"58" 27 33 50 57 54 48 42 26 43 23 36 2012-01-03 09:00:00 41.2 11.5354525991253
"59" 28 33 51 60 57 47 48 28 43 24 37 2012-01-03 10:00:00 42.8 12.07200618511
"60" 29 33 50 66 63 47 52 29 44 26 39 2012-01-03 11:00:00 44.9 13.5026746321691
"61" 31 33 51 70 66 46 54 30 43 28 40 2012-01-03 12:00:00 46.1 14.3716542000023
"62" 31 33 51 73 66 47 58 31 43 30 41 2012-01-03 13:00:00 47.3 14.7802420668795
"63" 34 33 50 76 68 47 60 32 44 32 42 2012-01-03 14:00:00 48.4 15.3492670834799
"64" 35 33 52 75 69 46 61 32 44 32 41 2012-01-03 15:00:00 48.5 15.4865533070898
"65" 35 33 51 73 67 45 60 32 43 33 41 2012-01-03 16:00:00 47.8 14.6348138962468
"66" 34 33 49 69 63 45 56 31 39 32 40 2012-01-03 17:00:00 45.7 13.3420804641222
"67" 28 32 48 67 61 44 53 30 40 31 40 2012-01-03 18:00:00 44.6 12.7034553479665
"68" 29 31 46 64 58 43 50 30 38 31 39 2012-01-03 19:00:00 43 11.652372195299
"69" 25 32 44 64 60 43 48 30 37 30 38 2012-01-03 20:00:00 42.6 11.8995798245148
"70" 24 33 43 63 59 42 49 29 37 30 36 2012-01-03 21:00:00 42.1 11.7137146589419
"71" 23 36 41 62 58 42 47 29 36 30 33 2012-01-03 22:00:00 41.4 11.2763272192481
"72" 22 37 40 61 58 42 45 28 33 29 33 2012-01-03 23:00:00 40.6 11.3646625799254
"73" 22 37 39 63 59 42 45 29 35 28 33 2012-01-04 00:00:00 41 11.8227652339788
"74" 23 35 39 63 59 41 45 27 34 27 33 2012-01-04 01:00:00 40.3 12.3112414754429
"75" 23 35 39 63 59 41 47 28 34 26 33 2012-01-04 02:00:00 40.5 12.4208605892578
"76" 21 34 38 64 59 41 45 28 33 26 34 2012-01-04 03:00:00 40.2 12.5945314411542
"77" 22 32 39 63 60 41 48 21 38 26 33 2012-01-04 04:00:00 40.1 13.6173908416162
"78" 22 30 38 64 60 41 45 22 36 24 33 2012-01-04 05:00:00 39.3 13.9287871371168
"79" 23 30 38 64 61 41 49 21 38 24 33 2012-01-04 06:00:00 39.9 14.4256715614906
"80" 23 30 38 63 61 41 52 21 38 23 34 2012-01-04 07:00:00 40.1 14.5636533878007
"81" 23 29 38 64 61 41 55 23 39 23 35 2012-01-04 08:00:00 40.8 14.7783625615289
"82" 28 30 38 66 62 41 58 29 42 25 36 2012-01-04 09:00:00 42.7 14.4610588209239
"83" 32 32 38 68 63 41 62 33 45 28 35 2012-01-04 10:00:00 44.5 14.5544952964139
"84" 34 32 39 70 65 41 65 35 46 29 37 2012-01-04 11:00:00 45.9 15.1250344352225
"85" 35 34 39 74 69 41 68 39 44 31 39 2012-01-04 12:00:00 47.8 16.0194326435808
"86" 36 35 39 77 70 42 69 40 45 33 40 2012-01-04 13:00:00 49 16.3435342295084
"87" 35 36 39 78 71 42 68 41 47 34 39 2012-01-04 14:00:00 49.5 16.3112095062125
"88" 36 37 42 76 72 43 70 43 48 35 40 2012-01-04 15:00:00 50.6 15.6928858616466
"89" 35 37 42 75 71 44 68 42 52 35 40 2012-01-04 16:00:00 50.6 15.0864177325169
"90" 33 36 41 73 70 43 66 38 52 34 39 2012-01-04 17:00:00 49.2 15.0170273726564
"91" 29 33 40 71 64 43 64 35 49 33 39 2012-01-04 18:00:00 47.1 14.2318110036792
"92" 28 30 38 69 61 42 62 33 51 32 39 2012-01-04 19:00:00 45.7 14.0795359772023
"93" 27 27 37 66 63 42 61 31 52 32 38 2012-01-04 20:00:00 44.9 14.4564480038801
"94" 25 29 33 64 50 41 60 32 51 31 37 2012-01-04 21:00:00 42.8 12.6649121591901
"95" 26 25 34 66 48 42 59 33 50 31 35 2012-01-04 22:00:00 42.3 13.1997474723319
"96" 25 27 33 64 48 41 52 30 50 30 34 2012-01-04 23:00:00 40.9 12.1605007206849
"97" 23 24 35 66 46 42 57 31 50 30 33 2012-01-05 00:00:00 41.4 13.3183248863278
"98" 25 25 37 68 46 42 57 28 50 29 33 2012-01-05 01:00:00 41.5 13.8984411595929
"99" 24 26 36 67 46 43 59 27 51 28 32 2012-01-05 02:00:00 41.5 14.2302494707577
"100" 21 24 36 65 45 44 57 27 51 28 31 2012-01-05 03:00:00 40.8 13.8868442939512
"101" 23 24 35 65 45 45 61 29 52 28 31 2012-01-05 04:00:00 41.5 14.3932854715894
"102" 24 28 31 66 46 45 61 27 52 26 30 2012-01-05 05:00:00 41.2 14.8981728931958
"103" 27 27 30 65 47 45 60 29 52 25 30 2012-01-05 06:00:00 41 14.7120509938093
"104" 27 27 32 65 51 45 61 29 53 24 30 2012-01-05 07:00:00 41.7 15.1367837476203
"105" 28 25 32 66 56 45 62 30 53 25 30 2012-01-05 08:00:00 42.4 15.8689074048033
"106" 31 27 39 71 60 46 63 34 55 28 33 2012-01-05 09:00:00 45.6 15.7635303434506
"107" 34 29 41 73 64 46 64 40 56 31 36 2012-01-05 10:00:00 48 15.3188337241014
"108" 36 33 42 75 66 47 65 45 59 32 37 2012-01-05 11:00:00 50.1 15.1543906362333
"109" 41 37 43 74 68 50 67 48 61 31 38 2012-01-05 12:00:00 51.7 14.9372762651771
